id;name;taggings_count;kind
1750;teatros;3;
1751;licitaciones;1;
1752;obras públicas;2;
1753;Paseo de la Castellana;3;
1754;Azca;7;
1755;remodelación;10;
1756;taxis;2;
1757;"AZCA"" ""Huerto"" ""Museo Agrícola";1;
1759;mercados;3;
1760;human rights;1;
1761;Castilla;4;
1762;agricultura;3;
1763;orgullo;1;
1764;autonomía;2;
1765;modelo autonómico;1;
1766;Comunidad de Madrid;5;
1767;Castilla-La Mancha;1;
1768;Castilla y León;1;
1769;La Rioja;1;
1770;Cantabria;2;
1771;Extremadura;3;
1772;fiestas populares;2;
1773;Navidad;12;
1774;Reyes Magos;2;
1775;Arganzuela¨ Venta ambulante ilegal¨Mé...;1;
1776;compromiso;1;
1777;caradura;1;
1778;LGTB;6;
1779;FrancoViveEnTiCarmena;1;
1780;"Ciudad Lineal"" ""perros"" ""parque canino""";1;
1781;vendimia;1;
1782;olivo;1;
1783;fiscalidad;4;
1784;cine;16;
1785;energía;14;
1786;obra;1;
1787;noche en blanco;2;
1788;Artesan@s de madrid;1;
1789;franquismo;5;
1790;república;12;
1791;Valderribas;5;
1792;Ayuda a las víctimas de la violencia de;2;
1793;Artistas de calle;2;
1794;tranvía;3;
1795;multas de trafico;1;
1796;sanciones de trafico;2;
1797;recaudar;2;
1798;recaudacion;2;
1799;ley;8;
1800;normas viales;3;
1801;conductores;2;
1802;infracciones;3;
1803;Arganzuela Piscina Verano;1;
1804;desahucio;2;
1805;alquiler social;1;
1806;Latina Batan Aluche Lucero Campamento;4;
1807;restaurantes;3;
1808;Autobuses EMT;10;
1809;medio ambiente arboles talar;1;
1810;infantil;24;
1811;colegios publicos;8;
1812;ruido y mas ruido;3;
1813;"Retiro;Centro;equidad;salud;cultura;d...";1;
1814;gay;1;
1815;ruido after;1;
1816;coches de policia;1;
1817;coches publicos;1;
1818;vehiculos publicos;1;
1819;vehiculos oficiales;1;
1820;contaminacion;19;
1821;ahorro sanidad;1;
1822;sentido comund;1;
1823;caminos de bomberos;1;
1824;polucion;2;
1825;vegetacion;3;
1826;sentidocomun;1;
1827;palntas;1;
1828;arboles.compromiso;1;
1829;gasto sanidad;1;
1830;plantas;5;
1831;ayuda comun;1;
1832;ciudadania;2;
1833;ayda;1;
1834;comportamiento civico;1;
1835;crisis;3;
1836;matemáticas;1;
1837;gente sin valores;1;
1838;paciencia;1;
1839;PGOU;1;
1840;grafiti;3;
1841;festivales;2;
1842;no-criminalizacion-conductores;1;
1843;Rommy Arce;2;
1844;Orcasitas;18;
1845;Zofio;6;
1846;Orcasur;6;
1847;Pradolongo;6;
1848;Moscardó;2;
1849;Almendrales;6;
1850;San Fermín;5;
1851;barbacoa;1;
1852;LPH;2;
1853;comunidad de vecinos;2;
1854;7.2;1;
1855;molestas;1;
1856;insalubres;1;
1857;nocivas;1;
1858;peligrosas;1;
1859;ilícitas;1;
1860;leña;1;
1861;humo;3;
1862;toxicidad;1;
1863;Opañel;7;
1864;buhometro;1;
1865;Oporto;7;
1866;Vistalegre;5;
1867;árboles;30;
1868;turismo tradición arraigo cultura;1;
1869;Finca Vistalegre;2;
1870;Parque público;2;
1871;reivindicación;1;
1872;promesa electoral;2;
1873;Recuperar lo público;1;
1874;"Cultura"" ""transporte";1;
1875;"Moratalaz; mobiliario público";2;
1876;"Barrio de La Estrella; Medio ambiente...";1;
1877;"Barrio de La Estrella;";1;
1878;san fermin;3;
1879;Rivas;3;
1880;Rivas Vaciamadrid;1;
1881;Arganda del rey;1;
1882;Linea 9;2;
1883;contratos;4;
1884;Chamberí jóvenes;1;
1885;diseño gráfico;1;
1886;valores;1;
1887;autónomos;8;
1888;profesionales;2;
1889;experiencia;2;
1890;Servicio al Ciudadano;1;
1891;prostitutas;2;
1892;proxenetismo;1;
1893;autonomo;2;
1894;excrementos caninos;2;
1895;cubos amarillos;1;
1896;tiro de pichón;2;
1898;club de tiro de somontes;1;
1899;tiro al plato;1;
1900;tiro a brazo;1;
1901;tiro a máquina;1;
1902;codorniz;2;
1903;pichón;2;
1904;paloma;1;
1905;maltrato animal;11;
1906;plato;1;
1907;esto no es deporte;1;
1908;palomas a braza;2;
1909;palomas a máquina;1;
1910;el Pardo;2;
1911;Somontes;1;
1912;Ley de Protección Animal;4;
1913;Protección Animal;16;
1914;medio ambiente transporte iluminación...;1;
1915;consorcio;1;
1916;cifuentes;1;
1917;pp;3;
1918;ahoramadrid;9;
1919;ahora;2;
1920;uso;2;
1921;pago;2;
1922;precio;4;
1923;vuela;1;
1924;sardina;1;
1925;lata;1;
1926;horario;10;
1927;datos abiertos;4;
1928;mapa;1;
1929;O.R.A.;1;
1930;parkímetro;2;
1931;app;6;
1932;Edificio España;7;
1933;medio ambiente.;8;
1934;Limpieza Riego;1;
1935;sociedad laica y respetuosa;2;
1936;verjas;1;
1937;ciclistas;12;
1938;motoristas;2;
1939;caídas;3;
1940;monumentos franquistas;1;
1941;movilidad transporte horarios metro buho;1;
1942;Ciudad de los Poetas;1;
1943;Saconia;5;
1944;contratos públicos;1;
1945;paraísos fiscales;1;
1946;responsabilidad fiscal;1;
1947;asociación;4;
1948;manifestación;1;
1949;derecho de reunión;2;
1950;Leyes Mordaza;1;
1951;Ley de Protección de Seguridad Ciudadana;1;
1952;Pacto Antiterrorista;1;
1953;Reforma del Código Penal;2;
1954;comercios;8;
1955;adecuación;3;
1956;perro;15;
1957;autobús;26;
1958;Centro de Internamiento para Extranjeros;1;
1959;Sin Papeles;2;
1960;Cárcel de Carabanchel;1;
1961;Migraciones;1;
1962;Movilidad Humana;1;
1963;CIE;1;
1964;Asamblea Madrid Libre de CIE;1;
1965;montera;1;
1966;desengaño;1;
1967;ballesta;1;
1968;Hospital;15;
1969;Ramón y Cajal;4;
1970;Begoña;3;
1971;"medio ambiente; limpieza";1;
1972;redes sociales;3;
1973;parquímetro;4;
1975;incumplimiento;1;
1976;normativa;2;
1977;olores;2;
1978;salida humos;1;
1979;electrodomésticos;1;
1980;limipieza;1;
1981;respeto por los demas;2;
1982;respeto por los ancianos;1;
1983;respeto por los ciegos;1;
1984;respeto por los niños;2;
1985;sur;5;
1986;salud Madrid;1;
1987;Ciudad de los Ángeles;5;
1988;Derechos animales;6;
1989;Arganzuela Tráfico Aparcamiento;1;
1990;Música bandas grupos pintura dibujo f...;1;
1991;movilidad  Transporte   público;3;
1992;Arganzuela Transporte Aparcamiento;1;
1993;Puente de Praga;2;
1994;Marques de Vadillo;2;
1995;Puentes;3;
1996;Humanizar;1;
1997;Embellecer;1;
1998;Artistas;3;
1999;parques publicos;2;
2001;lagos;1;
2002;natación;5;
2004;gestion de residuos;3;
2005;"diesel; transporte; taxi; taxis; glp;...";1;
2006;fuencarral;25;
2007;telefonica;1;
2008;bbva;1;
2009;accesos;8;
2010;vocales vecinos;2;
2011;cannábicas;1;
2012;legalización;1;
2013;regulación;4;
2014;MAFIAS;5;
2015;INFRAVIVIENDAS;2;
2016;CHABOLAS;3;
2017;ENSUCIAR;1;
2018;PAPELES;1;
2019;CAGADAS;2;
2020;derechos sociales y familia;3;
2022;sostenibildiad;1;
2023;farola;1;
2024;vehículo eléctrico;3;
2025;Piscinas municipales. Abono anual;1;
2026;IVA;2;
2027;veterinarios;2;
2028;la gavia;5;
2029;finalizacion;1;
2030;Atleti;1;
2031;Estadio Olímpico;1;
2032;Luis Aragonés;1;
2033;Atlético de Madrid;1;
2034;Las Rosas;2;
2035;Nuevo Estadio;1;
2036;Fútbol;5;
2037;ganadería;1;
2038;Pueblo Nuevo;2;
2039;peaton;3;
2040;usabilidad;3;
2041;inclusión;20;
2042;Perdi Roja;1;
2043;Conejo;1;
2044;Liebre;1;
2045;parques infantil foam limpieza cómodo...;1;
2046;grafittis;3;
2047;jardineros;3;
2048;calle Fuencarral;1;
2049;Centro urbanismo arquitectura plazas ...;2;
2050;M-30;13;
2051;ambulatorio;1;
2052;barrio;9;
2053;correo;1;
2054;comisaria;3;
2055;participació;2;
2056;Centro urbanismo  arquitectura diseño...;1;
2057;hostelería;3;
2058;bar;3;
2059;restaurante;1;
2060;S.E.R;3;
2062;Barreras arquitectónicas;8;
2063;Tiendas;1;
2064;DiseñoUrbano;1;
2065;Mobiliario;4;
2067;Tasas de basuras;1;
2068;mantenimiento;13;
2069;alcorques;4;
2070;servicios sociales;113;
2071;Aguilas;1;
2072;mobilairio;1;
2073;mobiliariourbano;1;
2074;Callao;3;
2075;directores generales;1;
2076;ética empresarial;1;
2077;ora;2;
2078;via ciclista;2;
2079;entornos escolares;2;
2081;Derecho a ascensor carabanchel;1;
2082;oposiciones;3;
2083;desprivatizar;2;
2084;plazas públicas;2;
2087;Todo Madrid;3;
2088;Operación Chamartín;2;
2089;Derechos de los animales;13;
2090;no discriminacion;1;
2091;diplomáticos;1;
2093;medio abiente;2;
2094;"Guarderías;Niños;Escuelas Infantiles;...";3;
2095;guarderías;5;
2096;escuelas infantiles;22;
2097;familias;16;
2098;zona ser;9;
2099;Madrid más mejor;1;
2100;prado;1;
2101;recoletos;3;
2102;carril;4;
2103;Carabanchel Madrid Limpieza medio amb...;1;
2104;Carabanchel alto;3;
2105;sangre;1;
2106;donaciones;4;
2107;privatizar;1;
2108;Madrid distritos descentralización cu...;1;
2109;capacitación curricular;1;
2110;dinero abono;1;
2111;privado;2;
2112;recogida residuos;2;
2113;contenedores;18;
2114;Contenedores de recogida selectiva;2;
2115;zona de Rejas;1;
2116;Canillas;5;
2117;descanso;9;
2118;diseño para todos;1;
2119;zona ora;1;
2120;Batán;2;
2121;residencias;2;
2122;desprivatización;1;
2123;grafitis;6;
2124;Limpieza salubridad higiene;1;
2125;residencia;4;
2126;ropa;2;
2127;Monte de El Pardo;1;
2128;Manuel Becerra;1;
2129;crisis humanitaria;1;
2130;Palomeras;3;
2131;San Diego;7;
2132;Portazgo;1;
2133;12 de Octubre;2;
2134;Puerta Bonita;2;
2135;Abrantes;1;
2136;Santa Eugenia;4;
2137;Fontarrón;1;
2138;Pavones;1;
2139;Vinateros;1;
2140;Butarque;5;
2141;San Cristobal;1;
2142;San Andrés;1;
2143;Los Ángeles;1;
2144;Los Rosales;3;
2145;educación social;1;
2146;desarrollo comunitario;1;
2147;investigación;6;
2149;peatonalizar;3;
2150;bebés;4;
2151;carrito;3;
2152;carricoche;1;
2153;conductor;1;
2154;limpieza salud sostenibilidad;1;
2155;ave;1;
2156;carritos de bebé;1;
2157;rampa;1;
2158;integración;9;
2159;igualdad de condiciones.;1;
2160;cubierto;1;
2161;columpios;7;
2162;ludoteca;30;
2163;metereologia;1;
2164;solares;4;
2165;descampados;4;
2166;Atletas antisistema;4;
2167;vitalegre;1;
2168;Federación Regional de Asociaciones V...;1;
2169;ahora madrid;8;
2170;psoe;10;
2171;upyd;1;
2172;iu;1;
2173;FRAVM;1;
2174;Madrid bonita;1;
2175;manzanares;3;
2176;jarama;1;
2177;"economía;participación";1;
2178;"participación; política; transparencia";1;
2179;desahucios;4;
2180;Familias numerosas;1;
2181;Tercios;1;
2182;skate;6;
2183;centro medioambiente;1;
2184;badenes;7;
2185;Limpieza y participación activa;2;
2186;Viaducto;1;
2187;estética;4;
2188;Deporte y  Salud;1;
2189;legislación  municipal;2;
2190;Telecomunicaciones;3;
2191;Smart City;1;
2192;financiación;2;
2193;modernidad;2;
2195;Plaza de la Armería;1;
2196;exclusion social;2;
2197;marginacion;1;
2198;urbanizacion;2;
2199;"derechos sociales;";5;
2201;paisaje urbano;13;
2202;DPTXMJ;1;
2203;Delicias;4;
2204;Los Metales;1;
2205;Planetario;5;
2206;Los Puertos;1;
2207;difusión;3;
2208;Antonio Machado;1;
2209;Juan Andrés;1;
2210;López Ibor;1;
2211;Isla de Oza;3;
2212;Santa María de la Cabeza;2;
2213;Bicimad Imperial;1;
2214;En todos los distritos de Madrid;4;
2215;peatonal;8;
2216;soviets;3;
2217;esperanza aguirre;3;
2218;orgánico;2;
2220;PlazadeEspaña;2;
2221;VázquezdeMella;1;
2222;MEDIO AMBIENE;1;
2223;autogestión;1;
2224;literatura;4;
2225;novela;1;
2226;despilfarro;2;
2227;La Elipa;4;
2228;vía pública;4;
2229;medios de comunicación;1;
2230;todos los barrios;1;
2231;resíduos;1;
2232;wi-fi;1;
2233;cooperativismo;1;
2234;Función Pública;1;
2235;silla de ruedas;2;
2236;Barrio de la Concepción;5;
2237;Bibliotecas Públicas;11;
2238;"medios;";2;
2239;avenidas;1;
2240;iluminación;21;
2241;contaminación lumínica;3;
2242;Villaverde ciudad de los angeles;1;
2243;víctimas;2;
2244;hospitales centros de salud wifi;1;
2245;hospitales;4;
2246;prevencion;1;
2247;infracción;1;
2248;vigilancia;3;
2249;sueldos;1;
2250;huelga;1;
2251;huelgas;1;
2252;trabajadores municipales;1;
2253;conductores de autobuses;1;
2254;millones de euros;1;
2255;barbaridad;1;
2256;increible;1;
2257;museo;7;
2258;guerra;2;
2259;civil;2;
2260;abono transportes;1;
2261;familia numerosa;3;
2262;ecosistema;1;
2263;parkings;1;
2265;"movilidad;BiciMad;Bicicleta;Transport...";1;
2266;felinos;1;
2267;castración;1;
2268;bienestar animal;5;
2269;esterilización;1;
2270;castrador;1;
2271;abandono;5;
2272;fauna;3;
2273;fauna urbana;2;
2274;barcelona;1;
2275;zaragoza;1;
2276;Atv;1;
2277;Asistente Veterinario;1;
2278;Título;1;
2279;animal;4;
2280;enfermeros veterinarios;1;
2281;auxiliar veterinario;1;
2282;oficial;2;
2283;emergencias;5;
2284;ejercicio;5;
2285;Butarque-Rosales;1;
2286;Estación de Chamartín;1;
2287;morasol;1;
2288;autogestion;1;
2289;Butarque-Los Rosales;3;
2290;Desarrollo Social;1;
2291;palomas urbanas;1;
2292;columba livia;1;
2293;captura;1;
2294;pienso anticonceptivo;2;
2295;palomares ecológicos;3;
2296;disuasión;1;
2297;gestión de la población palomas urbanas;1;
2298;sacrificio;1;
2299;palomares;1;
2300;pichones;1;
2301;La Fortuna;4;
2302;control de vectores;1;
2303;TREN PLENILUNIO;1;
2305;Rotonda NII Canillejas;2;
2306;colegio Barajas;1;
2307;San Isidro;4;
2308;Las Ventas;3;
2309;Tauromaquia;7;
2310;Campo de las Naciones;2;
2311;metro ligero;1;
2312;este;3;
2313;austrias;2;
2314;segways;1;
2315;souvenirs;1;
2316;luminosos;2;
2317;conservación;3;
2318;calle mayor;1;
2319;calle de arenal;1;
2320;orgullo gay;1;
2321;desfiles;1;
2322;crecimiento;1;
2323;norte;4;
2324;títeres;1;
2325;trabajadores sociales;1;
2326;parados;4;
2327;no mas tutela;1;
2328;circular;1;
2329;vía de contorno;1;
2330;cultural;3;
2331;emponderamiento de la ciudadanía;1;
2332;familias monoparentales;1;
2333;descuentos;1;
2334;salud mental;5;
2335;protocolos;1;
2336;fenotipo;1;
2337;detenciones;1;
2338;negro;1;
2339;indisio;1;
2340;vicalvaro;5;
2341;m-40;5;
2342;concurso;2;
2343;concurso de ideas;1;
2344;equipamiento;4;
2345;economía.;2;
2346;altruismo;3;
2347;ciudad feliz;1;
2348;movilidad M-30;1;
2351;"deportes; servicios públicos";1;
2352;escolares;1;
2355;Plaza Castilla;1;
2356;Obelisco;1;
2357;Carabanchel vistalegre;1;
2359;seguros de vehiculos;1;
2360;Centro Bicimad menores accesibilidad ...;1;
2361;alternativo;2;
2362;ideas;2;
2363;nombres;2;
2364;Ivtm motos coches clásicos clasicas i...;1;
2365;Bogotá;1;
2366;Colombia;1;
2367;intercambio;2;
2368;alianza;1;
2369;juego;29;
2370;recursos;4;
2371;Movilidad y estetica;1;
2372;derechos sociales accesibilidad;2;
2373;zonas peatonales;3;
2374;"educación; derechos sociales; familia";1;
2375;centro lavapies;2;
2376;excrementos perros;4;
2377;centro lavapies limpieza basuras;1;
2378;General;2;
2379;Edificio;1;
2380;respeto por los animales;2;
2381;Huertos urbanos;15;
2382;Ciudad Líneal;1;
2383;devoluciones impuestos;2;
2384;MRío;1;
2385;colegios nombres politicos;1;
2386;Estacionamiento regulalado;1;
2387;ORA O.R.A;1;
2388;ITVM;1;
2389;impuesto de traccion mecanica.;1;
2390;acoholismo;1;
2391;garrafón;2;
2392;pabellón de los hexágonos;1;
2393;parques infantiles;38;
2397;Minusválidos;2;
2398;Gestion de la participacion.;1;
2399;autobuses interurbanos;2;
2400;"proteccion animal; derechos de los an...";2;
2401;Descentralización;2;
2402;políticos;3;
2403;excrementos.;1;
2404;Administración Ayuntamiento;2;
2405;música en directo;1;
2406;diversión;4;
2408;inglés;1;
2409;internacional;3;
2410;Tasas;5;
2411;Entidades Bancarias;1;
2412;Hacienda.;1;
2413;reciclado;3;
2414;CEIPs;1;
2415;IES;2;
2416;pyme;3;
2417;mendez alvaro;4;
2420;ciudad de los angeles;2;
2423;fascismo;5;
2429;Aparamiento regulado;1;
2430;Madrid en general;1;
2431;Asfaltado masivo.;2;
2432;cooperativas;4;
2433;espaciopúblico;1;
2434;vidaenlacalle;1;
2435;preocupaciones;1;
2436;Ocio y ejercicio.;2;
2437;oblogacion;1;
2438;test psicologicos;1;
2439;pruebas psicologicas;1;
2440;listas electorales;1;
2441;votos;3;
2442;votante;1;
2443;transporte sostenible;1;
2444;reparto;1;
2445;proporcinalidar;1;
2446;Recogida de enseres;1;
2447;Carnet buen comportamiento;1;
2449;optimización de recursos materiales;1;
2450;Valdemingomez;2;
2451;salud publica;13;
2452;sueño;2;
2453;contaminación acústica;27;
2454;Plaza de Tirso de Molina;1;
2455;calle de la Colegiata;1;
2456;reisdencias;1;
2457;malos tratos;2;
2458;ONG;2;
2459;denuncias;1;
2460;teleasistencia;1;
2461;abusos;1;
2462;fencarral-el pardo;1;
2463;madrid sostenible;1;
2464;corridas;2;
2465;festejos taurinos;1;
2466;unión;1;
2467;plazas aparcamiento ORA;1;
2468;Malasaña Centro de salud digno;1;
2469;pavimento;4;
2470;ayuda social;2;
2471;brigada civica madrid limpio civismo ...;1;
2472;"Música; conciertos; cultura";2;
2485;centro comercial;1;
2486;Plaza Río 2;1;
2487;"Educación; Chamartín";1;
2488;Fuencarral-El Pardo higiene perros ex...;1;
2489;espacios interbloques;4;
2490;social;21;
2491;movilidad.;7;
2492;locales comerciales;2;
2493;garaje;2;
2494;actividad económica;1;
2495;legalidad;2;
2496;colegio publico jornada intensiva sep...;1;
2498;Colonia Jardín;4;
2499;atletas;2;
2500;correr;3;
2501;vehiculo;1;
2502;trasporte;2;
2504;poda;3;
2506;referéndum;2;
2507;subvención;2;
2508;calles y aceras;3;
2510;bandera;2;
2511;ondear;1;
2512;edificio oficial;1;
2513;identidad;2;
2514;motivación;1;
2515;"centro; ocio; medio ambiente; higiene...";1;
2516;arqueología;7;
2517;seguridad y emergencia;1;
2518;derechos sociales.;3;
2519;contribucion;1;
2520;constitucion;1;
2522;campaña contra el ruido;1;
2523;trenes ruido Vicalvaro salud descanso;1;
2524;movilida;3;
2525;sin hogar;2;
2526;gente sin techo;1;
2527;gente sin hogar;2;
2528;aseo;1;
2529;Chamartin;8;
2530;aire acondicionado;2;
2531;JUSTICIA Y MALASAÑA;1;
2532;asuntos sociales;1;
2533;normas;2;
2534;conducción;1;
2535;Vegetación;2;
2536;ciudad moderna y limpia;1;
2537;ayuda a sintecho;1;
2538;ayuda a sin techo;1;
2539;ayuda a indigentes;1;
2540;derechoshumanos;1;
2541;apoyo social;1;
2542;Movilidad Aparcamientos SER Parquímetros;1;
2543;nochevieja;2;
2544;celebraciones;2;
2545;eventos;3;
2546;caballos;2;
2547;todos;1;
2548;casco;1;
2549;accidente;4;
2550;derechos y libertades publicas;1;
2551;escaleras;2;
2552;espectáculos;2;
2553;desempleados;4;
2554;Yendo al fondo;1;
2555;abuso bancos;1;
2556;auditoría;2;
2557;año nuevo;1;
2559;acústica;2;
2560;acustica;1;
2561;proteccion;1;
2562;aspitadores de hojas;1;
2563;límite;1;
2564;megafonos;1;
2565;megafonía;1;
2566;auditiva;1;
2567;torretas;1;
2568;alta;1;
2569;tensión;1;
2570;ALTA TENSIÓN;2;
2571;alta tension;1;
2572;soterrar;1;
2573;enterrar;1;
2574;enterramiento;1;
2575;cables;2;
2576;radiaciones;1;
2577;"Fuencarral-El Pardo; Montecarmelo; Ce...";1;
2578;venta;2;
2579;Cacas de perros;2;
2580;respeto al menor;1;
2581;Universidad Complutense de Madrid;1;
2582;Campus de Somosaguas;1;
2583;"medio ambiente; imagen ciudad; limpieza";1;
2584;Carabanchel movilidad sostenibilidad;1;
2585;Asociaciones.Derechos sociales.Movili...;2;
2586;Palomeras Bajas;1;
2587;cargaydescarga;1;
2588;terrazas.;1;
2589;Camino de Perales;1;
2590;C3;1;
2591;C4;1;
2592;Santa Catalina;1;
2593;Parque Lineal del Manzanares;3;
2594;adif;2;
2595;p20;1;
2596;línea;1;
2597;tierno galván;4;
2598;enrique tierno galván;1;
2599;visitantes;1;
2600;anuncios;5;
2601;simbología;1;
2602;extranjeros;1;
2603;indicaciones;1;
2604;puntos de información turística;2;
2605;puntos de interés;2;
2606;ciudad amiga;1;
2607;turistas;1;
2608;carteristas;1;
2609;CONDE DUQUE PARKING RESIDENTES  E INS...;1;
2610;street art;1;
2611;arte callejero;1;
2612;intervecion artistica;1;
2613;Noche Blanca;1;
2614;negocios centenarios;1;
2615;centenarios;1;
2616;pequeño negocio;1;
2617;economía familiar;2;
2618;inteligente;1;
2619;vídeo;1;
2620;ingresos;1;
2621;no más recortes;1;
2622;recortes;2;
2623;multinacionales;1;
2624;empresa privada;1;
2625;arte urbano;5;
2626;consejos territoriales;1;
2627;clases;2;
2630;Ancianos;6;
2631;Urbanística;1;
2632;Actuación;1;
2633;instituto distrito21 secundaria bachi...;1;
2634;protección infancia;3;
2635;metromadrid;5;
2636;cobertura;5;
2637;compañia;1;
2638;implantacion;1;
2639;mascota;1;
2640;anciano;2;
2641;abuelo;1;
2642;licencia;1;
2643;actividad;1;
2644;requisito;1;
2645;emprendedor;2;
2646;negocio;2;
2647;local;2;
2648;comercial;1;
2649;Madrid sin grafitis;1;
2650;conciliación familiar;4;
2651;Economía sumergida;1;
2652;paseo;5;
2653;felicidad.;1;
2654;reciclaje electrónico;1;
2655;olor a quemado;1;
2656;Funcionamento de esta web;1;
2657;SOCIABILIDAD DE GENTE MENUDA;1;
2658;Pau de Vallecas;2;
2659;Vecina de barrio Goya;1;
2660;distrito Salamanca;2;
2661;Adolescentes;4;
2662;San Blas Las Rosas;1;
2663;participación decide;1;
2664;Patrimonio arquitectónico;3;
2665;yerba;1;
2666;hachis;1;
2667;costo;1;
2668;legalizacion;4;
2669;paz;2;
2670;amor;1;
2671;Chamartín centro de mayores de santa ...;1;
2672;scalextric;1;
2673;supresión;1;
2674;mejora del tráfico;3;
2675;"deportes; carril bici";1;
2676;Ensanche Vallecas Centro Salud;1;
2677;parque canino ensanche vallecas;2;
2678;protectora;2;
2679;perrera;1;
2680;memoria histórica franco callejero ca...;1;
2681;bebida;1;
2682;compromiso de largo plazo;1;
2683;desarrollo;13;
2684;novilidad;1;
2685;Chamartín Mayores MoviliarioUrbano;1;
2686;Igualdad Animal;1;
2687;"Voluntariado; Educación; universidade...";1;
2688;57;1;
2689;albufera;2;
2690;ciudad de barcelona;1;
2692;franquista;2;
2693;dictadura;2;
2694;guerra civil;3;
2695;toponimia franquista;1;
2696;Niño Jesús;1;
2697;Mariano de Cavia;1;
2698;Reyes;1;
2699;Fomentar web;1;
2700;fomentar propuesta;1;
2701;genocidio;1;
2702;cambiemos Madrid;1;
2703;cooperativa;2;
2704;lácteos;1;
2705;leche fresca;1;
2706;VICTOR UGUNA;1;
2707;Publicidad ilegal;2;
2708;organizacion;2;
2709;hospital veterinario publico;1;
2710;Derechos de los Animales igualdad med...;1;
2711;Derechos de los Animales igualdad;1;
2712;español;4;
2713;escuelas;2;
2714;municipales;2;
2715;escuela;2;
2716;municipal;4;
2717;locomoción;1;
2718;Barrio de Las Letras;5;
2720;"Aravaca;";1;
2721;Prosperidad;5;
2722;comedores escolares;2;
2723;El Pozo;1;
2724;automóviles;3;
2725;carretera;2;
2726;s coches;1;
2727;Limpieza ciudadana;1;
2728;madridenbici;1;
2729;disfrute;2;
2730;Transparencia Participación;2;
2731;Las Aguilas;1;
2732;Funcionarios Publicos;1;
2733;THC;2;
2734;cannbis;1;
2735;beneficios medicaos;1;
2736;medicina;3;
2737;avance farmaceutico;1;
2738;hipocresia;1;
2739;ilegal;3;
2740;dorga ilegal;1;
2741;glaucoma;1;
2742;enfermos terminales;1;
2743;cancer;2;
2744;línea 10;1;
2745;EDUCACION CIVICA;1;
2746;clubs deportivos;2;
2747;dislexia;1;
2748;Tranvía y Metro Ligero.;2;
2749;San Blas (LAS REJAS);1;
2750;Paseo del Retiro;1;
2751;patines;1;
2752;patinadores;1;
2753;gestión pública;2;
2754;remunicipalizar;1;
2755;seguridad y ciudadanía;2;
2757;Tetúan;1;
2758;Empalme;1;
2759;aparcamiento para discapacitados;1;
2760;CO2;7;
2761;economia IBI;1;
2762;semáforos paso cruce tiempo;1;
2763;App emergencias;1;
2764;asociaciones san blas canillejas;1;
2765;http:www.rebelion.orgnoticia.phpid202837;1;
2766;LIMPIEZA Y RECICLAJE;1;
2767;medio de transporte;3;
2768;Tranvía y Metro Ligero;1;
2769;Canillejas;8;
2770;"Fuencarral-El Pardo; Medio-Ambiente; ...";3;
2771;aire libre;8;
2772;transpote público;1;
2773;silla de bebe;1;
2774;tarjeta;2;
2775;embarazo;2;
2776;riesgo;2;
2777;fiv;1;
2778;primer trimestre;1;
2779;embarazada;1;
2780;actividades infantiles;5;
2781;controladores;1;
2782;cabina;1;
2783;Horario instituciones publicas;2;
2784;oferta turística;1;
2785;informacion;2;
2786;bycimad;1;
2787;Ley de Memoria Histórica;4;
2788;Inquilinos.propietarios;1;
2789;Empresa Municipal del Alquiler;1;
2790;energia;7;
2791;pavimentos;2;
2792;pavimentos y limpieza en moratalaz;1;
2793;nudo norte;4;
2794;calidaddevida;1;
2795;fumar;4;
2796;fumador;1;
2797;prohibir;5;
2798;ley tabaco;1;
2799;agresión;1;
2800;legislación;3;
2801;parkimetro;1;
2802;libre aparcamiento;1;
2803;cambio;3;
2805;Villaverde - Usera;1;
2806;Educación Afectivo-Sexual;3;
2807;derechos ciudadanos;1;
2808;adiccion;1;
2809;videntes;1;
2810;transitas;1;
2811;engaño;1;
2812;perseguir;1;
2813;derechos no fumadores;1;
2814;respetar;1;
2815;ley antitabaco;2;
2816;Avenida de la Ilustración;1;
2817;Accesibilidad Metro;1;
2818;Ley Anti-Tabaco;2;
2819;auditar al ayuntamiento;2;
2820;parque quinta de los molinos;1;
2821;alumbrado;88;
2823;Cocherón de la Villa;2;
2824;Polideportivo Palomeras;1;
2825;Economía derechos sociales movilidad;1;
2826;Carabanchel Parque Manolito Gafotas;1;
2827;Sacyr;1;
2828;Moratalaz Niños Infantil;2;
2829;derecho a la información;1;
2830;PAU Ensanche de Vallecas;2;
2831;PAU Carabanchel;4;
2832;PAU Las Tablas;2;
2833;PAU Sanchinarro;2;
2834;espacios verdes;2;
2835;cuatro vientos;6;
2836;fortuna;1;
2837;carretera de la fortuna;1;
2838;m 40;1;
2839;las Águilas;4;
2840;reforma;1;
2841;plaza de la villa;1;
2842;parador;1;
2843;Butarque-Los Rosaled;1;
2844;Dependencia;7;
2845;Tetuán seguridad ocio infantil;1;
2846;"economía; impuestos";1;
2847;crianza;11;
2848;diversidad;6;
2849;madre de día;1;
2850;educaión alternativa;1;
2851;guardería;4;
2852;puntos limpios;2;
2853;casa autogestionada morada Themcelvez...;1;
2854;tarjeta transporte;2;
2855;consorcio transporte;1;
2856;Ordenamiento urbano;1;
2858;democracia institucional;1;
2859;GLMZLL;1;
2861;sentido común;6;
2862;telefonso gratuitos;1;
2863;prohibir números 902;1;
